


Iteration #1
0	5	19	100000	100000	100000	100000	100000	100000	100000	70	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	0	100000	100000	100000	100000	100000	100000	100000	78	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	0	100000	40	100000	40	100000	100000	100000	35	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
20	25	39	0	100000	100000	100000	100000	100000	100000	90	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	35	100000	100000	0	20	100000	100000	40	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	15	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	0	100000	100000	100000	100000	30	100000	100000	100000	100000	100000	80	100000	100000	100000	
45	50	64	25	100000	100000	100000	0	100000	100000	115	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	0	100000	100000	100000	100000	100000	50	100000	100000	100000	63	100000	100000	
100000	100000	100000	100000	100000	20	100000	100000	12	0	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	23	30	100000	100000	100000	0	100000	100000	100000	100000	25	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0	7	100000	100000	100000	100000	100000	100000	30	100000	
100000	100000	100000	100000	100000	100000	100000	10	100000	100000	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	99	
100000	100000	100000	100000	100000	100000	100000	100000	100000	15	100000	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	38	100000	100000	100000	0	100000	100000	100000	8	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	21	100000	100000	100000	0	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	3	9	100000	100000	100000	0	100000	100000	25	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	42	100000	100000	100000	18	100000	100000	0	10	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	35	100000	100000	100000	100000	0	100000	22	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	25	100000	100000	100000	0	15	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	80	10	100000	100000	0	



Iteration #2
0	5	19	100000	100000	100000	100000	100000	100000	83	70	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	0	100000	100000	100000	100000	100000	100000	100000	78	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	0	100000	40	100000	40	100000	100000	100000	35	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
20	25	39	0	100000	100000	100000	100000	100000	103	90	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	35	100000	100000	0	20	100000	100000	40	113	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	15	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	0	100000	100000	100000	100000	30	100000	100000	100000	100000	100000	80	100000	100000	100000	
45	50	64	25	100000	100000	100000	0	100000	128	115	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	0	100000	100000	100000	100000	100000	50	100000	100000	100000	63	100000	100000	
100000	100000	100000	100000	100000	20	100000	100000	12	0	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	23	30	100000	100000	100000	0	100000	100000	100000	100000	25	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0	7	100000	100000	100000	100000	100000	100000	30	100000	
100000	100000	100000	100000	100000	100000	100000	10	100000	100000	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	99	
100000	100000	100000	100000	100000	100000	100000	100000	100000	15	100000	100000	100000	0	100000	100000	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	38	100000	100000	100000	0	100000	100000	100000	8	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	21	100000	100000	100000	0	100000	100000	100000	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	3	9	100000	100000	100000	0	100000	100000	25	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	42	100000	100000	100000	18	100000	100000	0	10	100000	100000	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	35	100000	100000	100000	100000	0	100000	22	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	25	100000	100000	100000	0	15	
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	80	10	100000	100000	0	



Iteration #3
0	5	19	100000	59	100000	59	100000	100000	83	54	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
100000	0	100000	100000	100000	100000	100000	100000	100000	78	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	
